issue_url,issue_title,manual,cve_id
https://api.github.com/repos/paramiko/paramiko/issues/917,Add arcfour cipher support,ok,nan
https://api.github.com/repos/paramiko/paramiko/issues/717,Add support for new-ish 'Match' config directive,ok,nan
https://api.github.com/repos/paramiko/paramiko/issues/714,Don't pass IV to pycrypto when using MODE_CTR,ok,nan
https://api.github.com/repos/pavdmyt/yaspin/issues/171,Transitive dependency (termcolor) does not have wheel,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/3211,HKDF key-length inconsistency,ok, CVE-2016-9243 
https://api.github.com/repos/pyca/cryptography/issues/2367,We ship statically linked wheels for OS X as well,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2131,bump to 0.9.3,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/7260,Hash pin actions-rs/ actions,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/4065,Why not use `EC_POINT_clear_free` and `BN_clear_free`?,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2859,More clearly document the perils of SHA-1,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2477,ffi.callback() causes SELinux execmem violation,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2455,Error cleanly if the public and private keys to an ECDH key exchange …,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2370,convert the rest of the openssl backend to using openssl_assert,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2368,start converting asserts to a function call,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2360,SubjectKeyIdentifier equality now uses constant-time digest comparison.,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2190,Random number generation docs should mention ints,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2073,Replace C implementation of OS Random engine with Python one that just calls os.urandom,ok,GHSA-rhm9-p9w5-fwm7 +
https://api.github.com/repos/pyca/cryptography/issues/2035,improve osrandom engine,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2021,ASLR and NX support on windows,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/2007,osrandom_engine should validate the fd's st_dev and st_ino,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1843,Work around pyasn1's willingness to return endOfOctets in DER parsing,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1838,decode_rfc6979_signature fails with some input,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1561,"Anywhere we tell someone to randomly generate something, link the RNG docs. Fixes #1559",ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1560,"Fixed #1555 and fixed #1556 -- moved the RSA padding docs into the primary RSA doc, and tell people that PKCS1v15 isn't great",ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1559,Link to the RNG docs whenever we tell people things should be random,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1556,PKCS1v15 docs should note that it's a bad choice for new protocols,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1416,EC key loading fails with AssertionError on bad key,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1201,Fixes #1200 -- disallow GCM truncation by default,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1200,Make it harder to allow truncation on a GCM tag,ok,nan
https://api.github.com/repos/pyca/cryptography/issues/1199,Our GCM API exposes un-authenticated plaintext,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/574,Ignore and redact some common authentication headers and parameters by default,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/410,Redact ingored_parameters from CachedResponse.url,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/409,`ignored_parameters` leaks private information via serialized responses,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/388,Ignore and redact some common authentication headers and parameters by default ,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/273,"Add option to not store sensitive request info (API keys, etc.) in cached PreparedRequest objects",ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/203,Update 'Security' docs and add a warning when using plain pickle with some backends,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/196,Add optional integration with itsdangerous for safer serialization,ok,nan
https://api.github.com/repos/requests-cache/requests-cache/issues/105,Use itsdangerous for safer serialization,ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/3794,[MRG+1] Fix form methods in FormRequest.from_response (#3777),ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/3777,Whitelist form methods in FormRequest.from_response,ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/2491,TLS connection fails through HTTPS proxy after CONNECT tunnel is established,ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/2372,S3FilesStore enable SSL ( #2085 ),ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/2311,SSL error,ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/2142,Scrapy uses `file://` URL as referer,ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/2083,S3FilesStore should not disable SSL,ok,nan
https://api.github.com/repos/scrapy/scrapy/issues/1778,Public default ACL policy for storing on S3 with ImagesPipeline and FilesPipeline,ok,nan
https://api.github.com/repos/Azure/azure-sdk-for-java/issues/23473,Azure Keyvault JCA gets access token remotely every time it visits key vault.,ok,nan
https://api.github.com/repos/AzureAD/azure-activedirectory-library-for-java/issues/92,XXE vulnerability in WSTrustResponse.java ,ok,nan
https://api.github.com/repos/ESAPI/esapi-java-legacy/issues/614,Potentlial XXE Injection vulnerability in loading XML version of ESAPI properties file,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/10944,Allowed TLS Cipher Suites too tight,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/10578,Change RequestFilter ordering,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/10577,Session does not timeout with open idle browser window,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/10391,CSV File adapter: Use AllowedAuxiliaryPathChecker in File path UI validation,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/9459,Verify session against http auth header,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/8988,Fix path traversal in swagger resource. (3.3),ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/8986,Path traversal vulnerability in documentation resource,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/8977,Fix path traversal in swagger resource.,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/8624,Enable hostname validation for SSL/TLS-backed LDAP connections.,ok, CVE-2020-15813 
https://api.github.com/repos/Graylog2/graylog2-server/issues/6853,Implement URL white list service,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/5762,netty tcnative runs code from /tmp directory,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/5607,Drop `users:list` permission from sidecar role,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/5408,Password Leak through System/Inputs,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/4868,Requires user to be authenticated to retrieve plugin list.,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/4867,Check for permission before terminating input.,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/4863,Add @RequiresAuthentication to SystemPluginResource,ok,nan
https://api.github.com/repos/Graylog2/graylog2-server/issues/4861,Check for RestPermissions.LOOKUP_TABLES_READ,ok,nan
https://api.github.com/repos/TheCoder4eu/BootsFaces-OSP/issues/1133,XSS vulnerability in DateTimePicker Component due to lack of xml escaping,ok,nan
https://api.github.com/repos/apache/drill/issues/2558,DRILL-8232: Add support for user credentials to VaultCredentialsProvider,ok,nan
https://api.github.com/repos/apache/drill/issues/2475,DRILL-8121: Add UserSession to StoragePlugins,ok,nan
https://api.github.com/repos/apache/drill/issues/2445,DRILL-8121: Add UserSession to StoragePlugins,ok,nan
https://api.github.com/repos/apache/drill/issues/2333,DRILL-8009: DrillConnectionImpl#isValid() doesn't correspond JDBC API,ok,nan
https://api.github.com/repos/apereo/cas/issues/5001,MFA Inwebo connector support,ok,nan
https://api.github.com/repos/dropwizard/dropwizard/issues/3532,Dropwizard reporting incorrectly enabled HTTPS protocols,ok,nan
https://api.github.com/repos/dropwizard/dropwizard/issues/3208,Disable message interpolation in ConstraintViolations by default,ok, CVE-2020-11002 
https://api.github.com/repos/dropwizard/dropwizard/issues/3153,Security issue,ok, CVE-2020-5245 
https://api.github.com/repos/dropwizard/dropwizard/issues/2748,Don't use X-Forwarded-* headers by default,ok,nan
https://api.github.com/repos/dropwizard/dropwizard/issues/1224,Support configuration in yml of client TLS properties,ok,nan
https://api.github.com/repos/dropwizard/dropwizard/issues/953,Possible reflective cross site scripting in the io.dropwizard.validation.ConstraintViolations,ok,nan
https://api.github.com/repos/dropwizard/dropwizard/issues/947,CachingAuthenticator caches Optional.absent(),ok,nan
https://api.github.com/repos/dropwizard/dropwizard/issues/892,Potential XSS vulnerability in AbstractParam,ok,nan
https://api.github.com/repos/dropwizard/metrics/issues/2657,Generate SBOM using CycloneDX Maven plugin,ok,nan
https://api.github.com/repos/eclipse/jetty.project/issues/7935,Review HTTP/2 error handling (CVE-2022-2048),ok, CVE-2022-2048 
https://api.github.com/repos/eclipse/jetty.project/issues/3555,DefaultHandler Reveals Base Resource Path of each Context,ok, CVE-2019-10247 
https://api.github.com/repos/eclipse/jetty.project/issues/2818,Issue #2817 - Client SSL Defaults,ok,nan
https://api.github.com/repos/eclipse/jetty.project/issues/1556,Remove a timing channel in Password matching,ok, CVE-2017-9735 
https://api.github.com/repos/eclipse/jetty.project/issues/725,Provide a private way to report security issues,ok,nan
https://api.github.com/repos/eclipse/jetty.project/issues/556,Improve Resource.getAlias() checks on Windows,ok, CVE-2016-4800 
https://api.github.com/repos/gocd/gocd/issues/8895,Prevent gson serialization from serializing cipher-related instances,ok,nan
https://api.github.com/repos/gocd/gocd/issues/8877,Authorize agents remoting by UUID,ok,nan
https://api.github.com/repos/hazelcast/hazelcast/issues/20728,[HZ-907] Protect MulticastDiscoveryStrategy against Java deserialization attacks,ok,GHSA-99wh-973f-779p
https://api.github.com/repos/hazelcast/hazelcast/issues/20407,Add helper method to XmlUtil to enable XXE protection in the SAXParserFactory,ok, CVE-2022-0265 
https://api.github.com/repos/ktorio/ktor/issues/2121,KTOR-895 Fix overwriting the default Jetty cipher exclusion list,ok, CVE-2021-25763 
https://api.github.com/repos/mybatis/mybatis-3/issues/1308,Prevent known vulnerable classes from being deserialized.,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11630,Add admin annotation for procedures,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11621,More tests for property level security,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11401,Obsfucate the LDAP system password in toString and debug.log,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11381,Fix security setting description formatting,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11277,"Revert ""Add a system property to allow an override of tls protocol default""",ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11140,3.4 tls work,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/11090,Fix ssl protocol config for ssl context,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/10709,Allow null realm in ShiroAuthToken,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/10684,Do not reconnect LDAP context after TLS negotiation,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/10536,[tls] make version 1.2 the only default,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/10527,[tls] make version 1.2 the only default,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9936,Add setting to toggle ttl for cache,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9865,dbms.killQueries now shows if it failed to kill a query,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9681,Legacy SSL policy must have client_auth set to NONE,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9302,User with expired credentials can only call procedure to change password and show current user,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9294,List correct roles for dbms procedures,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9287,Make max auth max failed attempts configurable,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9243,Better error message when connection refused,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9201,Fixed empty  dbms.security.procedures.roles setting resulting in crash,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9092,Change SecurityLog to not use AsyncLogger,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9089,Unflake EmbeddedBuiltInProceduresInteractionTest.shouldTerminateQueriesEvenIfUsingPeriodicCommit,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9060,Added new role `Editor`,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9058,Revert exposing Token creation permission,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9015,Improved query logging,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/9001,Made ReadOperations safe to inject into procedures.,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8920,Added user-defined function whitelisting.,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8915,Added functions sandboxing,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8913,More specific catching,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8858,Fixed failure during init resulting in no admin,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8753,Added configuration to grant full access to procedures,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8697,Native user management procedures produce warnings,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8669,"Usernames may now contain all ASCII characters between `!` and `~` except `:` and `,`",ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8658,Annotate internal settings,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8652,"Allow all ASCII characters between '!' and '~' except ':' and ',' for usernames",ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8595,Fix erroneous LDAP authorization cache expiry in multi-provider setup,ok,GHSA-h5f5-rj4r-42f6
https://api.github.com/repos/neo4j/neo4j/issues/8574,Augment showCurrentUser and LDAP bugfix,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8508,Moved auth plugin api to separate module,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8292,More sanity checks on auth config,ok,nan
https://api.github.com/repos/neo4j/neo4j/issues/8282,set-initial-password does nothing if real users exist,ok,nan
https://api.github.com/repos/netty/netty/issues/3754,Validate cookie name and value characters,ok, CVE-2015-2156 
https://api.github.com/repos/netty/netty/issues/3752,Validate cookie name and value characters,ok, CVE-2015-2156 
https://api.github.com/repos/netty/netty/issues/3748,Validate cookie name and value characters,ok, CVE-2015-2156 
https://api.github.com/repos/netty/netty/issues/3131,Disable SSL 3.0 (POODLE),ok,nan
https://api.github.com/repos/netty/netty/issues/2807,Investigate options for splitting frames with padding in HTTP/2,ok,nan
https://api.github.com/repos/netty/netty/issues/141,hashdos security vulnerability in QueryStringDecoder and possibly other components,ok,nan
https://api.github.com/repos/rundeck/rundeck/issues/6995,Vendor and update legacy third-party javascript asset dependencies,ok,nan
https://api.github.com/repos/spring-cloud/spring-cloud-netflix/issues/3969,Fix request verification,ok,nan
https://api.github.com/repos/testcontainers/testcontainers-java/issues/1913,Reduce logs in EnvironmentAndSystemPropertyClientProviderStrate…,ok,nan
https://api.github.com/repos/testcontainers/testcontainers-java/issues/1912,Dockerhub credentials logged on startup,ok,nan
https://api.github.com/repos/wildfly/wildfly/issues/11051,[WFLY-10080] - [GSS](7.1.z) Need to handle a http post method on pic…,ok,nan
https://api.github.com/repos/wildfly/wildfly/issues/10790,WFLY-9731 The fix for WFLY-4625 breaks PolicyContext(javax.security.auth.subject.container) in CXF web service with STS,ok,nan
https://api.github.com/repos/wildfly/wildfly/issues/10723,ExecutionContext has been deprecated and Immutable removed,ok,nan
